twt,label
 Kalian yg punya onlineshop suka stres ngga kalo liat saingan toko lain? Jadinya anxiety sakit perut sesek nafas khawatir toko kita kurang laku kalah saing ngga berjalan lama Tulis nasehat kalian dong biar ngga terlalu stres lg ,gangguan
gw pengen pindah kamar yaallah stres bgt punya kamar di depan ,gangguan
Beneran stres tinggal di lingkungan yang ga sefrekuensi tuh apalagi yang emosional ditambah ego tinggi dan gamau berpikir logis......,gangguan
Ya ga bisa dong trotoar dihilangkan terus yang jalan kaki gimana? Gue yg kerja di simatupang udah jalannya sempit sampai sana sini galian yang ga selesai. Stress di jalan,gangguan
Stress and takut susah bgt utk ngga membandingkan diri sendiri ke orang lain di jaman serba sosmed... Haduuuu sesek jadinya,gangguan
Stres gw karena kerja,gangguan
Dari stress tinggal dikit lagi pasti gila beneran sekarang masih cari duit lewat jalan ngemis,gangguan
Nyari kerja aja sampe stress begini,gangguan
jurusan di paksa orng tua aja bikin presure dan gak nyaman. apalagi ini wkwkwk stress,gangguan
agit nambah stres mau belajar untuk tka utbk uh presentasi kerkom dan nambah satu lagi munaqosah ((anak man)) GAPAPA JALANIN AJA PASTI BS,gangguan
gua stress anjirr sampe ngomong kasar di mic abis sebel bgt wkkw semua di chat jg berkata kasar emg anjg adminnya wkwkwk iseng bgt hahaa https://t.co/eUtzJ4rY08,gangguan
KENAPA SIH PERUM GW GA ADA KEGIATAN individual banget stres,gangguan
COKKKKK MAU TIDUR SAMPE SIANG KARENA INI MINGGU! TAPI TETANGGA STRES ITU MALAH NYETEL SOUND NYA KENCENG BANGET,gangguan
@whatsoeverr_ Buat skrg tanpa pemerintah aja hidup gue lg stres,gangguan
stress cuma tidur 2 jam,gangguan
TKA aja belum terlaksana stress nya udah kelewatan,gangguan
@unsoedmfs Aku pernah pengen ngumpulin uang target 1M saat lulus buat wirausaha malah stress sendiri rungkad sendiri cari jalan untuk mendapatkan uangnya,gangguan
stress karena kerja sepele itu wajar gasi,gangguan
abis healing stress ilang abis healing malah tambah stress,gangguan
@JasimL_ @Ekin_JKT48 stress melihat kecantikan bu bos yaax kakak thailand,gangguan
Mlikuwa mnauliza ni lini? Mambo ni sasa . Scorelink imekam na winning rate ya juu kabisa . Hapa unawekelea na unachukua sure profit hadi 40% bila stress link ndio hii wakuu https://t.co/5LufFJZRcG https://t.co/4zj0ko8JI3,gangguan
BIAR APA ANJIR???? BIAR GUE STRESS Love Upon a Time Q8 #ภพเธอQ8 https://t.co/KafmCO8Xy0,gangguan
Nih yg katanya mau ke spook pun gk akan ngaruh nyatanya SEKARANG W NGERASA WASWAS SENDIRI BJIR. takut stress kek pas GoT,gangguan
@jagograhakjago Are dekha hai mam aap logo ka kam bajaj ka complain kiya aaj tak kuch nhi hua pahle yo refund dila do stress aur anxiety se pareshan hu complain karne ke badd bhi koi help nhi mila aap refund dila rhe ho wah,gangguan
Tp gue udh tau trik jalurnya HAHAHA. Kl dr pdk indah ngarah citos di lampu merah ambil jalur paling kanan. Depan all fresh arah lbk bulus jg ambil kanan. Fix ga diserobot dan lancar2 aja ga stress ,gangguan
Kok bisa ya masih pake nama gue buat email aplikasi sekolah???? gue aja pas pake email backup pribadi ga pake nama asli gue. Ini change email malah pakai nama asli gue?? Sekolah stress,gangguan
sebenarnya berat badanku udah naik mampus bener-bener aku stress trus aku makani semua apapun. aku harus back on track kan? :(,gangguan
@04_zainal cara agar up di media adalah dg cara mempermalukan diri sendiri si wobo ini memang gesrek otaknya dan bahan lelucon santapan wartawan stres,gangguan
@saowins Masih lama aman deh soalnya sekarang aku masih stress nonton boys2planet. Eh berarti ngga ada rappublic S2 ngga sih ini?,gangguan
@Amoureitte Libur dulu beb besok ku kabarin lagi /lagi stres berat/,gangguan
ga pernah liat orang se stress ini di hidup gue (maksudnya bang ian),gangguan
@nighttstroberi udaa ikutan bismillah lg ada jerawat stress bgt akuu,gangguan
 Gimana? Udah dapat? Stress gue https://t.co/nDlcCZ9sfF,gangguan
LEE JENO LU GANTENG BANGET ANJIR AAAAAAHRGSGDH STRESS MELIHAT KEGANTENGAN LEE JENO ,gangguan
Lebih stress gk punya duit apa gk punya pasangan? #semuaorang,gangguan
@ultramenoo @barcastuff_idn stres ga bang sekarang?,gangguan
@tanyarlfes Emang ada masanya njir. Gue suka kpop suka anime juga. Beberapa tahun lalu lagi masanya gue suka bgt kpop semenjak lulus kuliah dan kerja ntah knapa lebih ke anime. Tapi yowisss gapapa yang penting gue happy ga stress kek orang yang dikit ngejudge ngatain org fomo blablabla,gangguan
dikatain stress ngehusbuin douma sama orang orang ngehusbuin muzan tuh enaknya diapain gusy?,gangguan
Camne la diorang boleh main ni aku tengok je pun stress ,gangguan
@GenkSO7 Di dalam tubuh yang kuat terdapat jiwa yang stress. https://t.co/S1RhNteeuz,gangguan
@crabbyjal WKWKWKWKW STRESS BWANG,gangguan
cara hilang stress aku kemas rumah tapi aku stress lagi stupid,gangguan
capek pengen mati,gangguan
kak aku pengen mati kak,gangguan
Asli capek banget nyari kerja...pengen mati tapi Masih miskin ,gangguan
Tiba tiba kepikiran pengen mati aja Terus gimana bayi dan toddler mu? Yah biar dirawat sama papa dan ibunya tercinta,gangguan
kadang kepikiran pengen mati muda,gangguan
cuma lulus kuliah aja abistu terserah aku mau mati atau kalo sekarang jg gpp,gangguan
SEKARANG STRESS PENGEN CEPET CEPET KELAR FAAK MATI MUDA,gangguan
Kalo boleh gue pengen mati aja sih jujur,gangguan
sedih bgt yaAllah pengen cepet mati biar gk ada difase ini lagi T_T,gangguan
wajar ga tiap detik kepikiran pengen mati,gangguan
pengen mati ajalah,gangguan
Aku pengen mati sih jujur Pengen ngeliat org-org pura2 nangis,gangguan
kalo capek terus ada perasaan pengen mati wajar kan ya,gangguan
pengen mati ya tuhan,gangguan
tolonggg rasanya pengen mati rasa aja,gangguan
pengen mati aja anjing,gangguan
Hari-hari rasanya cuma pengen mati.,gangguan
gua kira ini perasaan apa agak familiar kata gua ternyata rasa pengen mati nya balik lg kocak,gangguan
Makasih loh skrg aku jadi ada alasan buat suicide,gangguan
Pengen mati muda capek bjir,gangguan
@tanyarlfes masih hidup sampe detik ini meskipun udah berkali kali nyoba suicide,gangguan
ditembak cwo tp aku malas aku lebih pengen mati daripada pacaran,gangguan
Karena aku gak berharga makanya aku bisa dengan mudahnya mutusin buat suicide dan pergi ngerantau sejauh2nya.,gangguan
udah sering bgt pengen mati sampai kali ini mau lagi,gangguan
Anj lah pengen mati aja rasanya,gangguan
ini nih kenapa gue pengen mati muda,gangguan
apa yg hrs gw minum biar gk pengen mati yah,gangguan
sumpa pengen mati,gangguan
btw aku juga ga terlalu akrab sama bapaku dulu tapi semenjak aku dulu pernah mau suicide bapaku nangis paling kejer di samping aku bilang maaf belum bisa jadi bapa yang baik dan gatau aku se stress itu grgr masalah keluarga: )) dari situ aku juga mikir bapa ku juga pasti ,gangguan
@slaywyer pengen mati gua,gangguan
org² yg jahat ini pd sadar gasi yg dia jahatin ini tiap malem bertarung antara mau idup atau mati aja kek plis be kind? aku udh ilang semangat idup gaada lg yg bikin bahagia knp ditambah² pengen leave aja si asu,gangguan
Pernah nggak rasanya lo pengen mati? Iya itu yg gue rasain sekarang.,gangguan
Apa gua suicide hari ini aja ya gausah gw ikut krs an gimana,gangguan
Wkkwkw makasih kampus gw yg kaya kontol itu liat aja anjing gw bakal suicide,gangguan
Bukan wishlist lagi semester ini gua suicide lagi liat aja asuuu asu asu asu,gangguan
Sekarang gua jadi tau dan ngerti beban mereka yang sampe suicide gegara skripsi tuh gimana. Skripsi oke aja kok yang bikin gila dosbingnya. Kita di lempar sana sini dengan topik ini itu bahkan bisa di salahin dan di ganti lagi pdhl udah mati*an nyusun. Plis lah,gangguan
FUCK THIS LIFE udahlah end selesai lu gak usah berharap lebih.,gangguan
Pengen mati rasa aja tapi susah buat gw yang melankolis begini.,gangguan
@singto4gay Udah mulai pengen mati sih bang,gangguan
pengen mati stress bgt osfak,gangguan
tiap bulan selalu punya agenda pengen mati tuh wajar gasi,gangguan
hari ini suasana dingin sejuk sepertinya karena hujan hmmmm biasanya aku kalau lagi memandangi hujan/salju atau duduk di taman yang anginnya bertiup aku udah mulai tuh berpikir enaknya mati aja kali ya . wkwk aku kek gitu bukan aku mau bunuh diri ya tapi rasanya pengen aja,gangguan
Pengen mati deh,gangguan
Alasan gue makin pengen mati aja,gangguan
Buk aku pengen mati,gangguan
Pengen mati aja rasanya,gangguan
jujur gue cape bgt pengen mati,gangguan
pagi2 udah ada aja alasan yang bikin pengen mati ini muncul kembali,gangguan
pengen mati,gangguan
gw pengen cekek dia ampe mati ampe gw ngerasa puas. lu lebih cocok hidup di neraka daripada di bumi,gangguan
trauma buka sosmed is real teknologi emang semengerikan itu,gangguan
Well ini hanya analogi biar aku inget trauma disini artinya bisa berbentuk apapun trauma dari kecil atau dewasa yang disadari maupun engga. Kita semua pasti punya kok trauma2 itu kadarnya aja yang beda2.,gangguan
KENAPA GAADA YANG BILANG KALO INI MENYAKITKAN BANGET ?? FAK MENNN GUA TRAUMA SAMA NAMA NAMA PLANET https://t.co/PzQIVBH2QK,gangguan
GUE TRAUMA KE dokter gigi ANJ ,gangguan
@pimjunseo kapan trauma itu sembuh?,gangguan
@Ghinanailil_ Iya makanya liat dia jadi trauma. Teringat masa kelam ,gangguan
suda biasa ditinggaaalll jadi ga perlu takut lagi (paling tambah trauma dikit),gangguan
@hihayhigher setuju ih tolong aku trauma,gangguan
yang di jepang kemaren aja trauma bngt ya jir jangan sampe keulang lagi THOMAS STOP MANCING MANCING YA,gangguan
@sinbe_26 minimal minta maaf yang bener sih jangan cuma ngomong di chat. ketemuin nyokap gw. lo udah nyakitin anak perempuan orang lain loh nyokap gw aja gedein gw sampe patah-patah kaki nya biar anaknya bahagia eh lo dateng buat bikin anaknya trauma,gangguan
ih kampret gue trauma ketipu beli di twit,gangguan
Nyatanya yg bikin gue nyenyak adalah ada temen sekamar krn bakal bangunin gue kalo nyadarin gue kalo tidur sambil nangis Ternyata dewasa yg kesepian penuh trauma masa lalu tidak semenyenangkan itu Sekarang temen tidur ada beberapaboneka dari bestie gue ,gangguan
@ayaycxptain_ Trauma sama kata kata itu ,gangguan
Tapi setelah ditunggu 30 menitan gak ngaruh dan akhirnya tambalnya dibuka terus dibersihin. Ditambal lagi tapi gak dikasih obat matiin saraf gigi. ASLI GUE TRAUMA BANGET bahkan jauhhhhh lebih sakit dibanding operasi gigi bungsu kemarin ,gangguan
@truthcoldback trauma nonton di jkt ,gangguan
@Non_niik Yg kedua buat trauma,gangguan
trauma nya sampe ke ubun ubun deh ga trust bgt memulai hubungan baru,gangguan
@painsting Ga enak ya kalau trauma ini,gangguan
@muncorner Demi allah pernah banget persis di posisi ini. Udahannya gue trauma banget sama tu dua cara yang selingkuh (my ex sampai selingkuhannya) sampe detik ini kebawa bawa benci sama artisnya di rl haha,gangguan
@chimcakess TERNYATA BENAR ADA TRAUMA . kayaknya gurunya salah metode deh makanya sosio keliatan ga seru,gangguan
@raaxtinn JANGAN ASBUN GINI PLIS TRAUMA,gangguan
@umronhariz lagi trauma banget ya,gangguan
@ksjin_mymoon92 Asli aku aja yg nontn videonya sampe trauma masalahnya cacingnya kliatan jelas pas dtarik dari hidungnya bhkan dilubang telinganya pun dipenuhin cacing kecil,gangguan
sorry to say dua orang ini masih satu keluarga dan kelakuan mereka sama yaitu bikin anak orang trauma,gangguan
Hmmm aku trauma saat kecil dulu guru olahraga tekan aku seperti itu sakit ,gangguan
Selain trauma transuman ke tgr. Trauma jugalah gue ke Depok,gangguan
Ya ampun trauma lama datang balik,gangguan
Agak trauma buka fitur story wa,gangguan
gila ya walaupun hubungan gua sm mantan gua sebentar tapi semua kenangan ga akan pernah bisa hilang bahkan dia memberikan aku trauma tapi dia baik,gangguan
@deltanlm @jejeeenz @BelanaSenduk Trauma sama si esse di biarin malah makin menjadi-jadi,gangguan
Jujur trauma dikit takut udah dikenalin gini eh trs ada yg ga debut ,gangguan
kemarin di tanyain sm temen kenapa ga pacaran lg apa ada trauma sm masa lalu? jawabannya IYA AKU TRAUMA Aku masi benci dan cape sm diri aku sendiri yakali harus berhubungan sm org lain lg?! lagian hidup ga sebatas pacaran doang anjg masi ada hal lain lebih worth it buat dipikir,gangguan
Ada aja hal-hal kecil yang bikin jadi trauma hadehhh ,gangguan
@blessingx takut banget bikin trauma,gangguan
@yinofwar aku udah ngalamin sendiri bedanya bos ku dah punya bini dan kelakuannya bikin jijik. buka trauma banget kelakuan si fahkram ini,gangguan
Sebenernya kucing bantu aku kelola anxiety bahkan psikiater aku saranin juga bahkan saat kucing kesayanganku mati aku sampe drop 1 bulan dan akhirnya adop kucing yg mirip Cuma kalau denger kucing berantem buyar semua trauma a-z keluar,gangguan
@JoeTirtoDiputro Kenapa mantan susah dilupain? Karena dia udah gratis tapi nyisain cicilan trauma.,gangguan
Ternyata trauma udah bawa aku terlalu jauh.sampai sekarang ketemu keadaan yang mungkin kalo tahun tahun sebelumnya aku udah drop banget. tapi dia said maaf ma belum bisa jagain seperti yang mama mau.Tapi saya akan usahakan selalu jagain sebaik mungkin ma. Mama tenang ya ,gangguan
@pramdyo @sbyfess Udahh chat duluan tp malah di cuekin heheheh jadi trauma,gangguan
4 tahun ngelawan trauma itu ternyata ga gampang ya hehe. Dampaknya gede bgt ya ternyata setelah kejadian itu orang ngeliat aku hebat. Tp aku ngeliat diri sendiri mah stuck ditrauma itu. Bahkan masih mikir kok bisa sih? Tapi sambil ketawa hahaha,gangguan
 aku jatuh kedalam trauma yang begitu perih membuatku tersesat dalam bayangan kehilangan bahkan mencari jalan pulang menuju dekapmu pun kini sirna.,gangguan
Trauma seumur idup ,gangguan
trauma sama ayunan,gangguan
@loveuwillest ketikannya mengandung trauma,gangguan
Gimana ya vin Trauma gw ke cewe makin hari makin menjadi,gangguan
Trauma dihubungin orang sampe ke tele pdhl udh aku cut off. Nggak ngerti dpt kontak aku drmn. Dari situ jd gak nyaman pake tele.,gangguan
bjing ini hidup dipenuhi trauma kayanya,gangguan
Alhasil apa? GW DIBULLY HAMPIR SEKELAS GW TRAUMA BERAT GEGARA ITU. GW BAHKAN MASIH JALAN NUNDUK SAMPE SKRG GW UDH KERJA,gangguan
pengen pake wangi wangian di badan gini tapi pasti gua langsung flare up udh trauma duluan,gangguan
@xbalanqwe gangerti juga ak langsung trauma mana pertanyaanya aneh juga kayak ga serius,gangguan
seru banget liat orang orang,normal
kocak banget abang gw gaul sama ibu-ibu ️,normal
Yang lagi ulang tahun hari ini happy birthday leader! ᅠᅠ https://t.co/vjPhFn25Fr,normal
@mandarinfess Tbh happy ending karena waktu dan uang yang terpakai untuk nonton jadi nggak sia-sia. Namun karena udah lama jg nonton dracin dan drama sad ending itu banyak sudah kebal juga kalau akhirnya sad. Paling nggak suka open ending soalnya gantung mengganggu pikiran.,normal
Kelamaan gym terus diingetin pulang tu rasanya seneng ya.. https://t.co/MWVBeru0i9,normal
ih lucunya uju pasti seneng banget punya temen atau partner kayak martin gini karena emang supportive sangat,normal
aku doain semoga kamu bisa ke bangkok lagi makasih banyak foto-foto gantengnya AKU IKUT SENENG BACA CHAT KAMU SOAL SURFJAVA @dazzlingtui ️ https://t.co/azvdl717xD,normal
Pengen liat drakor tapi apa ya yang seru,normal
Gua seneng bgt deh liat mereka hangout tuh kayak ngerti ga sih SENENG BANGET. Soalnya mnet setai itu minim bgt moment leowon,normal
seneng banget kalo udah diundang ke nikahan orang because suka makeupan apalagi kalo yang nikah keluarga atau temen deket sesuka itu terlibat dengan segala hiruk pikuknya,normal
pengen makan kue deh,normal
ngantuk main prospecting,normal
Dan sampe sekarang belum makan nasi baru kemaren siang makan lontong,normal
kalau dipikir-pikir gue dulu keren juga pas gaji 4jtan gue spending uang sekitar 1.8jt/ bulan itu bersih; biaya transportasi kosan dan makan. sisanya gue kasih ke mama dan tabung buat biaya kuliah. kalau sekarang sih ‍️,normal
@ciciQueenchico Aku juga sumpah kecintaan banget sama PIS ini aku sampe hold beberapa reading list di wp demi ini biar ga ke campur di otaku jalan cerita nya sm cerita lain Btw karakter Kemal kita kita banget gak sih? yang kadang pengen noyor si nunu tapi kadang pengen ngetawain ke denial nya beliau,normal
Gw kelamaan main hp sampe nemu artefak mereka agaknya seumuran dosen muda gw,normal
@ocrionc Alhamdulillah masih bisa makan ayam geprek (ikut senang),normal
hal paling exciting dalam minggu2 gabut ini: diajakin ngumpul berkas selain itu main hp seharian ,normal
skripsian tuh bener bener bikin jadi lupa makan,normal
Kok bisa Jaksa ikut terseret kasus korupsi Jalan Sumut?! Agak laen ini.. https://t.co/sBWjpTi7rj,normal
Day 1 life after break up Pengen makan makan apa ya yg bisa mempercepat melupakan dia atau at least terbiasa tanpa dia.,normal
ngopi aku kurangin nongkrong juga udah jarang semua uangku aku tabung insyaallah bulan depan udah september,normal
Bagus pendidikan membuka jalan ke masyarakat yang setara. Investasi Generasi Cerdas,normal
Aku pengen main ke alam please,normal
belum mandi dari pagi itu lebih parah dari belum makan kan?,normal
@muncorner Iya semenjak main roblox hp aku yang biasanya charger cuma sekali bisa nyampe dua-tiga kali,normal
pengen main please,normal
@ndhllym seumur umur aku ga pernah makan steak ayam,normal
kaki buat jalan lemes banget ini kalo digendong juga mau,normal
mau makan seblak sama eskrim 3 kalo boleh,normal
liat dulu anggota timnya dominan pekerja atau yang ngatur kalo mayoritas ngatur gw pekerja klo diliat liat ni kaga jalan kalo kaga diatur gw leader,normal
main genshin sedikit seru tapi gw ga paham,normal
makin banyak temen yang ke rumah makin banyak pula yang ngefans sama papahku sekarang yang ditanyain di ajakin nongkrong beliau bukan anaknya lagi,normal
kalo merasa sia sia make up mending main deh kemana gitu sama selca selca : ),normal
MANA BISA NOLAK SIH KALO YANG NGAJAK JALAN BENTUKANNYA KAYAK BEGINI,normal
ternyata harapan gw liat johnny main basket terkabul,normal
Pengen jajan makan enak jalan jalan kemana aja tanpa harus mikirin duit when ya?,normal
Salah shade tapi lucu tapi salah. Kok ngide beli shade coklat begini. Apa efek lampu ya. semalam padahal cocok mana berminyak banget kayak abis makan tempura https://t.co/UVePT6JGJD,normal
Kenapa tiba tiba bersihin kamar? mau tidur di sini biar bisa begadang main sampe pagi?! AHAHAH KETAUAN RENCANA SAYA,normal
gue rasa gua akan kembali ke jalan yang benar,normal
udah lama gak main wuwa soalnya eventnya boring banget. aku mau new hologram dengan boss level 120 ️,normal
nyampe stasiun gua beli roti buat makan di perpus (gua tau salah makan di perpus) terus sesampainya di bangku perpus gua buka laptop sambil narik nafas karena baru banget sampe gua makan lah roti itu,normal
@usacgixx Ini kalau dipakai main cantik banget,normal
Kata gw mending siapin satu dua biji gorengan sebelum ngopi daripada pake begituan,normal
DIA MAU MAIN BASKET????,normal
Lucu dianterin pulang ke kos bareng Kya dan Callista katanya biar aku enggak capek jalan thank you yeah love https://t.co/Bdm4WL3Ks1,normal
udah dititik ngopi sampe ditawarin free member bukan bikin fee member americano aku padamu cinta,normal
sampai kapan ya gua harus tersiksa nunggu timbangan gua 55kg : ) udah ga sabar mau gyukaku mau makan karnot 2 mangkok mau mau makan tampomas,normal
gue masih ngakakin talia sama huda yang si huda nya malah main futsal,normal
kok bisa ya orang udah suaranya bagus terus bisa main gitar juga,normal
bangun tidur ku terus makan camilan,normal
Lagi jalan jalan di toko kosmetik Nemu pernak pernik lucu ini coba liat apa yang aku temukan . Sangat menggemaskan bukan? https://t.co/AFcSfST1Fv,normal
Rekomendasi Tempat Healing sambil Ngopi di Pondok Halimun Sukabumi https://t.co/Nlc83Dq7Uq,normal
kangen makan kerak telor dekat kost an :(,normal
jalan jalan sore,normal
Terlintas di pikiran ingin makan nasi padang,normal
solo hoki hokian jujur tapi pas honor gw enaknya main subuh banget apalagi season sekarang manfaatin aja star protection buat roam kalo udah kalah ya udahan,normal
eh si daniel jago banget main basket,normal
pengen makan burger setiap hari,normal
yang nyebelin tuh nomor kita yang disebar tanpa permisi‍‍ udah berapa kali ya aku negur orang main asal chat dan asal sebar walaupun ini nomor udah pernah tertera jadi nomor cp event,normal
seru tau mau main juga,normal
Ponakanku tersayang ini main apa? Pasti bocil roblox,normal
Banyak matkul tapi dosennya cuman 2 alias 2 dosen ini selama 4 semester pegang beberapa matkul mereka baru jalan ke kelas doang sekelas dah meriang,normal
Kalo di dunia ini cuma bisa pilih 1 menu makan setiap hari aku akan memilih telor dadar saos dan nasi dikecapin cukup. kalo kalian apa? https://t.co/x5NMjWWLfy,normal
Bersyukur banget diajak main terus,normal
Maaf ya soalnya tadinya mau janjian jalan tapi aku nya sibuk jdnya aku titipin mereka junghwannya,normal
Btw tomoka juga baru pertama kali main di adidas arena jadi pasti rada kaget sama anginnya yang cepet meanwhile arin pasti udah pasti hapal sama anginnya karena dia udah pernah ikut olympic paris. Well i know she s have to adapt fast to through this,normal
day 2 magang dateng kerja istirahat makan beresin kerjaan nyantai bikin laporan beres,normal
Terlalu banyak duduk bikin kesemutan Jadi gimana kalau kita jalan ke taman bunga biar hati ikut berbunga-bunga? ,normal
Belum makan siang best tau tau dah sore aja. Mana masih dijalan Anak biskuat pasti bisa jaya jaya jaya!,normal
Bener sungguh cita-cita bersama untuk Indonesia berkeadilan dan makmur dimulai dari sekolah. Kolaborasi pemerintah dan warga wujudkan jalan masuk pembelajaran setara bagi semua putra putri Indonesia. Investasi Generasi Cerdas,normal
ABIS MAIN APA KOK AKU GA DIAJAK???????,normal
Chemistry Hearts2Hearts di iklan Shopee tuh gak main-main beneran bikin melting Lebih Hemat Lebih Cepat di Shopee bersama Hearts2Hearts yuk S2U kita ramaikan! #SHOPEE99withHearts2Hearts https://t.co/xbplnclO24,normal
abis makan di gudeg djogja pinggir jalan berasa kaya lagi diluar kota otw balik lagi..,normal
pengen cepet pulang pengen main roblox,normal
Jalan-jalan lebih asik belanja makin praktis hidup tanpa ribet semua di bima+. Yuk download sekarang! https://t.co/FN3OjUoUF5,normal
Aku pengen makan indomie mau rasain micin soalnya dari kemarin semua makanan kek rasanya kurang nampol di lidahku (mungkin karena lagi sakit). Hiks tapi takut micinnya yang bikin aku batuk semalaman nanti.,normal
biasanyaaa akuuu main sama temen gituuu atau beli makanan yang aku sukakk! ️,normal
MAIN ROBLOX YA KAMU,normal
event formal tu biarkan jadi event formal.. ini tidak kau pergi hias topi graduation tu dengan reben bodoh kau tu.. siapa ajar kau jadi tak hormat event formal woi? nak jadi main character tu berpada lah woi,normal
Paling gak suka tuh kalo belanja udah ngantre lama trus ketemu orang yg main nyerobot aja. dah gitu tetep didahuluin juga sama dagangnya. gak liatkah orang2 yg ngantre duluan? Bukan cuma satu dua orang loh. males lanjut ngatre yaudah gue aja yang pergi. Capek deh,normal
Ngopi sore,normal
Betul sekali impian gotong royong untuk Indonesia fair dan sejahtera berawal dari sekolah. Kemitraan pemerintah dan masyarakat realisasikan jalan masuk edukasi setara bagi semua anak bangsa. Investasi Generasi Cerdas https://t.co/XI6Ik7UFUC,normal
ga enaknya makan geprek tuh habis cuci tangan makin panas membara ni tangan,normal
ajak aku main pliss,normal
iya juga ya sabtu/minggu ngedate tuh makan siang mentok sharing sore juga kadang jajan ringan sharing bedua lambungnya tidak ngaret lagi sharing is caring~ https://t.co/eliT8LawEK,normal
Day 1 beneran pulang jalan kaki dari kampus‍️‍️‍️‍️,normal
Sabar ajaa pasti ada jalan keluar,normal
@nijakir_ Cokelat premium tuh enak banget rasanya. Aku dulu pernah makan yang brand lokal dan itu 70% cacao. Rasanya pait manis kek kehidupan,normal
Ditemenin belanja (sampe ditungguin sama kaka) makan di luar even tho kaka gak suka keluar belanjaan nya dibawain kalo bukan princess trs apa ya sangwon ini ,normal
DAY 1: belanja sunscreen dapet TEBUS MURAH eyebrow pencilll (mana lagi promo payday tanggal 14-31 agustuss) ,normal
aku baru pulang dari belanja isi kosan kan ya terus sampe rumah ibuku bilang astaga pink semua ini isinya kos mu nanti HAHAHA sorry Mi aku kebablasan beli PINK,normal
Padahal ini bagus cara tanyanya. Tapi orang-orang malah ngatain kepo. Dasar manusia kampung... otak udang.. Tugas imigrasi emang mastiin dokumen tujuan stay berapa lama kalo liburan berarti dah pesen tiket apa belum dah pesen hotel apa belum tujuan kotanya mana aja..,normal
maaf teman2 yang ngajak aku liburan ndak dulu ya aku mau menabung sepenuhnya buat Jaemin Jeno siapa tau kesini berdua,normal
Akhirnya besok serah terima juga. Mau pergi liburan dulu bentar ke tempat temen di SG sebelum pulang wkwkw Itung2 self reward setelah sebulan penuh kerja bagai quda,normal
Ada Weh diuji jualan teh lagi sepi sepinya malah pada ngutang padahal lagi ngumpulin buat target buat belanja besok gimana,normal
Makanya pas nonton versi Thailand kek hambar aja kok gini kok gak main kemana2 naik pesawat pribadi naik helikopter liburan ke Pulau milik sendiri ke luar negri terus makan makanan mahal pergi ke ini itu kok gak ada miskin banget katanya no 1 paling kaya,normal
Jun cantek manis ganteng banget,normal
foto wisudaku dibilang cantik berkali2 HIHIHIHI,normal
 Imut sedunia,normal
packagingnya juga lucu bisa disobek jadi pengukur panjang bulu mata jadi keliatan progress before after notes: pakenya cukup tiap malem sebelum tidur biar hasilnya maksimal https://t.co/PUjIVVJL2I,normal
Lucu banget plisss,normal
Lucu banget jujur aku suka outfitnya,normal
Lucu ya pacar gw,normal
Cantik banget lagi,normal
"aku  udah lulus 4 semester online dan sisanya offline. Selama online blm punya tmn dan hidupku aman sentosa bahagia serta sejahtera. Ak ga ngerasa dpt perlakuan yg berbeda dan aksesku ke prodi tuh gampang2 aja wkwkwkw. Yg ngebedain cuma tmnku punya kegiatan ak ga
",normal
happy birthday buat kanata puka puka~ semoga kak arata sukses dan bahagia selalu dan juga gachanya wangi yaaa,normal
"dapet kabar diterima kerja, lega banget asli",normal
playlist random malah bikin mood naik seharian wkwk,normal
ngopi pagi bikin hidup berasa enteng bgt,normal
liat awan bentuknya lucu banget sumpah,normal
"nongkrong sambil ketawa ga brenti, pecah abis",normal
"akhirnya bisa konsisten olahraga seminggu full, proud of my self",normal
makan jajanan pasar jadi inget masa kecil dulu huhuu,normal
ulang taun dirayain ramean happy parah,normal
jalan pagi di komplek sumpah sepi adem banget vibesnya :),normal
scrolling twt malem2 jadi ngakak sendiri,normal
ya tuhan baru aja tayang 1 eps malah pengen rewatch wajah sea tuh kebayang terus sangking ganteng nya #MuTeLuvHiByMyLuckEP1,normal
"dapet jajan gratis dari warung sebelah, rejeki ga kemana wkwkw",normal
ketawa gara2 liat meme receh di tl,normal
"untung aja gue mager, jadi ga dateng ke acara itu. katanya chaos parah wkwk",normal
"baru aja dapet spoiler, ternyata endingnya dia yang jadi penjahatnya. Pikachu face banget",normal
pacar gue masakin enak banget sumpah,normal
dia inget hal kecil yang gue suka. my heart: meleleh menjadi air,normal
"cuma modal kopi doang, bisa ngerjain 10 tugas sekaligus. the power of (over)caffeination.",normal
"hari ini produktif banget, probably karena besok deadline.",normal
"dikasih jatah presentasi cuma 5 menit, padahal siap 30 menit.",normal
"ketemu temen lama, obrolannya nyambung terus kayak baru ketemuan kemaren.",normal
dia nyebut-nyebut hal yang gue bilang kemaren. berarti dengerin dong.,normal
"kerja kelompok sama doi, distraction level: expert. susah fokus euy.",normal
Ya allahh imut amat kamu pil,normal
dia pake kaos favorit gue. sengaja ya?,normal
"weekend plan: bobo, makan, nonton, repeat.",normal
"nemu series bagus, langsung binge watch 8 episode.",normal
"dia bilang ""jangan pulang malem-malem"", concern nya bikin meleleh.",normal
"agi bete, doi kirim video kucing. mood langsung membaik.",normal
kerjaan numpuk tapi malah bikin kue.,normal
Ganteng banget ya dia tuh..,normal
"dikatain mirip sama artis. pura pura nolak, dalemnya seneng.",normal
"lagi diem diem aja, doi tanya ""kenapa? lagi bete?"".",normal
